p,n,m,time
2,100000000,200000000,17.469087
2,100000000,200000000,17.020200
2,100000000,200000000,16.937807
2,100000000,200000000,16.931588
2,100000000,200000000,16.929706
2,100000000,200000000,16.942493
2,100000000,200000000,16.919788
2,100000000,200000000,16.943556
2,100000000,200000000,16.923505
2,100000000,200000000,16.918074
