p,n,m,time
8,100000000,200000000,4.350487
8,100000000,200000000,4.346476
8,100000000,200000000,4.322655
8,100000000,200000000,4.320759
8,100000000,200000000,4.325835
8,100000000,200000000,4.331060
8,100000000,200000000,4.324687
8,100000000,200000000,4.329604
8,100000000,200000000,4.312701
8,100000000,200000000,4.350954
