p,n,m,time
8,10000000,20000000,0.407930
8,10000000,20000000,0.403948
8,10000000,20000000,0.409861
8,10000000,20000000,0.407416
8,10000000,20000000,0.406540
8,10000000,20000000,0.406562
8,10000000,20000000,0.404703
8,10000000,20000000,0.403946
8,10000000,20000000,0.404453
8,10000000,20000000,0.408221
