p,n,m,time
16,100000000,200000000,2.193045
16,100000000,200000000,2.205646
16,100000000,200000000,2.170934
16,100000000,200000000,2.189717
16,100000000,200000000,2.187597
16,100000000,200000000,2.173858
16,100000000,200000000,2.180903
16,100000000,200000000,2.183459
16,100000000,200000000,2.177305
16,100000000,200000000,2.172535
