p,n,m,time
32,100000000,200000000,0.307234
32,100000000,200000000,0.236263
32,100000000,200000000,0.207974
32,100000000,200000000,0.197723
32,100000000,200000000,0.202099
32,100000000,200000000,0.243846
32,100000000,200000000,0.217782
32,100000000,200000000,0.204851
32,100000000,200000000,0.243292
32,100000000,200000000,0.204305
