p,n,m,time
4,100000000,200000000,0.259231
4,100000000,200000000,0.166066
4,100000000,200000000,0.218386
4,100000000,200000000,0.202908
4,100000000,200000000,0.218502
4,100000000,200000000,0.218418
4,100000000,200000000,0.200941
4,100000000,200000000,0.164824
4,100000000,200000000,0.164114
4,100000000,200000000,0.217893
