p,n,m,time
32,10000000,20000000,0.033901
32,10000000,20000000,0.019576
32,10000000,20000000,0.018977
32,10000000,20000000,0.019236
32,10000000,20000000,0.024663
32,10000000,20000000,0.021951
32,10000000,20000000,0.020611
32,10000000,20000000,0.023881
32,10000000,20000000,0.021972
32,10000000,20000000,0.020912
