p,n,m,time
2,10000000,20000000,0.047206
2,10000000,20000000,0.029524
2,10000000,20000000,0.027121
2,10000000,20000000,0.027126
2,10000000,20000000,0.028753
2,10000000,20000000,0.031661
2,10000000,20000000,0.031766
2,10000000,20000000,0.031726
2,10000000,20000000,0.031719
2,10000000,20000000,0.031703
