rep,n,p,t
0,300,128,0.011366
1,300,128,0.000209
2,300,128,0.000200
3,300,128,0.000227
4,300,128,0.000191
5,300,128,0.000181
6,300,128,0.000197
7,300,128,0.000190
8,300,128,0.000180
9,300,128,0.000176
10,300,128,0.000190
11,300,128,0.000192
12,300,128,0.000186
13,300,128,0.000188
14,300,128,0.000205
15,300,128,0.000176
16,300,128,0.000188
17,300,128,0.000190
18,300,128,0.000188
19,300,128,0.000186
