rep,n,p,t
0,12000,128,0.007517
1,12000,128,0.002915
2,12000,128,0.002855
3,12000,128,0.002832
4,12000,128,0.002702
5,12000,128,0.002728
6,12000,128,0.002704
7,12000,128,0.002695
8,12000,128,0.002729
9,12000,128,0.002686
10,12000,128,0.002681
11,12000,128,0.002725
12,12000,128,0.002671
13,12000,128,0.002666
14,12000,128,0.002705
15,12000,128,0.002895
16,12000,128,0.002693
17,12000,128,0.002681
18,12000,128,0.002673
19,12000,128,0.002679
