rep,n,p,t
0,300,128,0.010892
1,300,128,0.000212
2,300,128,0.000198
3,300,128,0.000209
4,300,128,0.000183
5,300,128,0.000200
6,300,128,0.000200
7,300,128,0.000185
8,300,128,0.000183
9,300,128,0.000178
10,300,128,0.000197
11,300,128,0.000187
12,300,128,0.000185
13,300,128,0.000188
14,300,128,0.000202
15,300,128,0.000183
16,300,128,0.000190
17,300,128,0.000184
18,300,128,0.000186
19,300,128,0.000184
