p,n,m,time
11,10000000,20000000,0.014120
11,10000000,20000000,0.008948
11,10000000,20000000,0.008363
11,10000000,20000000,0.007884
11,10000000,20000000,0.008805
11,10000000,20000000,0.008100
11,10000000,20000000,0.008186
11,10000000,20000000,0.008013
11,10000000,20000000,0.008067
11,10000000,20000000,0.008490
