p,n,m,time
16,10000000,20000000,0.015144
16,10000000,20000000,0.008149
16,10000000,20000000,0.008829
16,10000000,20000000,0.019974
16,10000000,20000000,0.008881
16,10000000,20000000,0.011264
16,10000000,20000000,0.022659
16,10000000,20000000,0.007372
16,10000000,20000000,0.007927
16,10000000,20000000,0.014003
